Index,True_Label,Predicted_Label,Probability,Text
0,1.0,0.0,0.3831641,#ILLEGALimmigrants Don't be #Europe:
1,1.0,0.0,0.37337315,"I crack up when whores say ""I have 15k followers I can't respond 2 every1"". Bitch @user closing in on 100…"
3,1.0,0.0,0.43722448,"@user @user @user @user Good, it will help with the illegal alien problem. Now we need to #BuildThatWall #MAGA."
4,1.0,0.0,0.38918868,"""@USAToday Corrected Title """"Illegals caused their own probelms by bringing their kids to commit a crime of invading the U.S !"""" They need to learn how to follow the law and come LEGALLY! Problem Solve #SendThemHome #Trump #MAGA #Immigration #No1MoreIllegal"""
6,1.0,0.0,0.33118862,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
7,1.0,0.0,0.3677885,Every bitch on twitter selling nudes on Patreon now? Is this how all you hoes have money?
9,1.0,0.0,0.38591802,All they need is TLC thats BS #SENDTHEMHOME
12,1.0,0.0,0.47023502,Illegal Alien Sex Offender Has Raped Another Child In North Carolina is he not in prison or why hasn't he been deported?This is unacceptable in so many different ways.#BuildTheWall#DeportThemAll #KeepAmericaSafe
13,1.0,0.0,0.34766656,Bitch feed me grapes and stfu
14,1.0,0.0,0.47283036,@user @user There is nothing wrong with deporting illegals #DeportThemAll #BuildTheWall #MAGA
16,1.0,0.0,0.37361178,lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
17,1.0,0.0,0.45102352,@user Ask this old whore to suicide or I can help this bitch die screaming. #BBUK You guyz r shit to bring her back.
18,1.0,0.0,0.3333261,My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
19,1.0,0.0,0.33656538,I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
21,1.0,0.0,0.4833465,@user @ are fighting back with You ! Now lets #BuildthatWall #DeportThemAll and Ask a #Democrat Why they Support Illegals and Wont Mention Americans killed by Illegals every chance we get !
26,1.0,0.0,0.4021049,"""Media Blackout: DACA Recipient Threatens To Commit Mass Shooting At New York High School via @user is NOT an """"undocumented immigrant""""!She is an """"Illegal Alien Terrorist""""!#BuildTheWall#EnforceUSLaws#DeportThemAll#NoAmnesty"""
27,1.0,0.0,0.42724776,"Great job, deport them all on out of our nation, they are not as-simulating to USA either way, @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike"
28,1.0,0.0,0.40968633,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome
31,1.0,0.0,0.41870764,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia"
34,1.0,0.0,0.3253933,"START VETTING THE #ILLEGALALIENS THEY TRANSMIT THESE PARASITES INTO OUR COUNTRY USA. PAGUES. PANDORAS BOX. SOUTHERN BORDER. SHIPS. AND AIRPLANES!! THESE PARASITES ARE ON OUR PUBLIC BEACHES, PARKS, STREETSM TREES, ROADS, GRASSES STORES, LIBRARIES, HOTELS, HOSPITALS, SCHOOLS ETC!!"
35,1.0,0.0,0.36210337,@user Ctfu meanwhile she stanning his old bitch 😂😂😂😂✋ stomach hurt
36,1.0,0.0,0.34788156,warning to all you dumb bitches: i don't do no dumb bitch/hoe shit. 👋
38,1.0,0.0,0.36208016,Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct
42,1.0,0.0,0.34561116,..I can't stop what a hoe say on the internet but bitch don't ever think you bad enough to speak on my kids in my presence‼️
44,1.0,0.0,0.37617087,The bitch in the red jacket at the oj parole is a cunt she trying any question to get him to slip up
45,1.0,0.0,0.42642272,"Aren't u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won't apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall"
46,1.0,0.0,0.36945185,"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn"
51,1.0,0.0,0.31170785,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
53,1.0,0.0,0.4704043,"@user He is 100% accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall. #BuildTheWall #DeportThemAll #StopTheInvasion #AmericaFirst"
54,1.0,0.0,0.34345105,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox"
56,1.0,0.0,0.372152,@user #SendThemHome we do not need those #Students here in #Canada
60,1.0,0.0,0.43175137,"That fucking cunt is so irritating , what a bitch"
61,1.0,0.0,0.3971492,Watch this #Swedish journalist #IngridCarlqvist: Ethnic #Swedes will become minority in 2 to 3 decades Let this be a warning to #Germany and the rest of #Europe Stop this madness #RefugeesNotWelcome #SwedenElection #SwedenDemocrats #AfD #RT
62,1.0,0.0,0.41806015,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday
64,1.0,0.0,0.32936195,"I have punched a kid, smoked weed with a cancer child. Killed a dog. Raped and got raped by some crazy bitch. There IS a line though.."
67,1.0,0.0,0.42329776,Good Job @user Stop letting Illegal Aliens take #jobs and lower wages of Legal Workers #RedNationRising #Trump #MAGA #SendThemHome
68,1.0,0.0,0.3948075,@user Bitch I'm sick 😒 dirty whore
72,1.0,0.0,0.4073212,@user @user My fiancee is in Italy right now visiting family. She told me that she feels heartbroken and very uncomfortable because of the immigrants. They stare at all the women there like they want to hurt them and they Italian military is everywhere. #sendthemback
74,1.0,0.0,0.38660115,"The shit Ima miss from home...""fuck it just rape the bitch."""
76,1.0,0.0,0.47479823,Previously Deported Serial Child Molester Re-Arrested In Arizona @user This is an everyday occurrence!#NoDACADeal#BuildTheWall #KeepAmericansSafe#ProtectOurChildren#DeportThemAll There are far too many depraved Illegal Aliens to weed out
77,1.0,0.0,0.3749427,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.28150076,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
