Index,True_Label,Predicted_Label,Probability,Text
1,1.0,0.0,0.36768225,"I crack up when whores say ""I have 15k followers I can't respond 2 every1"". Bitch @user closing in on 100…"
5,0.0,1.0,0.6814846,"Why does NFL commissioner Goodell, whose spineless lack of leadership is costing NFL billions of dollars a year, still have a job?RETWEET to show your disgust; he must be fired.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #FoxNews"
6,1.0,0.0,0.23256639,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
9,1.0,0.0,0.015417906,All they need is TLC thats BS #SENDTHEMHOME
16,1.0,0.0,0.17280433,lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
18,1.0,0.0,0.0061195786,My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
19,1.0,0.0,0.38044235,I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
20,0.0,1.0,0.8822998,@user We dont care of your meeting Jesus.Have the vote before the mid terms.Make those people vote so we know who is against it so we can vote for those who want it.#BuildThatWall or shut it down. Simple as that.
22,0.0,1.0,0.9320881,@user #MAGA #KAG 2020 USA!! USA!! USA!! USA!! #BUILDKATESWALL #NODACA #AmericaFirst Please remember the only reason the left the libtards the Democrats are so triggered and resistant is because their criminal murderous candidate didn't win that's it that's the only reason!!!
23,0.0,1.0,0.64295197,@user @user YES. IT WAS OBAMA. WE CAN WITNESS #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA
24,0.0,1.0,0.8412958,@user hey white trash go fuck your self dumb shit hoe bitch disgusting hoe
25,0.0,1.0,0.76019657,@user They're like omg how do you not remember her shoes. Like bitch NO YOU THE WEIRD ONE I'm looking at be…
28,1.0,0.0,0.00079419854,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome
31,1.0,0.0,0.315711,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia"
37,0.0,1.0,0.9689571,@user Agree with you 100% #BuildThatWall #MAGA #ImmigrationReform
39,0.0,1.0,0.961933,#WalkAway #TuesdayThoughts #BuildThatWall SUPPORT @user
49,0.0,1.0,0.92241085,"You dont have to be an idiot to figure it out that Democrats are destroying America.Obama, Hillary and the democratic leaders are all traitors!#DemocratsKill #SocialismSucks #EndDACA #EndChainMigration #DemocratsLie"
50,0.0,1.0,0.9489232,#BUILDthatWALL #MAGA #KAG#Trump: I could use #MILITARY to build my #WALL if Congress plays tough via @user
51,1.0,0.0,0.34134576,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
52,0.0,1.0,0.7174471,Karmas a bitch hoe & on my momma you gon get yours.
54,1.0,0.0,0.19036154,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox"
55,0.0,1.0,0.96709645,Complicit?! Complacent?!@ABC @user @user @user @user @user @user @user #FakeNews #FakeJournalists#BuildThatWall #DeportThemAll#NeverVoteDemocratAgain
56,1.0,0.0,0.20223875,@user #SendThemHome we do not need those #Students here in #Canada
59,0.0,1.0,0.8056249,#BuildThatWall Put Money Where Your Mouth Is Sir. They Pour In.
68,1.0,0.0,0.40338156,@user Bitch I'm sick 😒 dirty whore
69,0.0,1.0,0.7657324,"Money isn't everything , But everything needs Money...    Sike money everywhere bitch fuck all you haters, hoes and fake ass ""friends""."
70,0.0,1.0,0.96249986,"@user YUP!!If you said nothing while Obama caged kids, you have no room to complain now. Maybe you should focus your ire on the criminals creating the problem instead of the LEOs enforcing the law.#BuildThatWall"
73,0.0,1.0,0.9634406,@user @user @user @user @user @user #BuildTheWallNow @user @user BEFORE the Midterm elections #BuildTheDamnWall #EndChainMigration #MandateEverify #NoAmnesty #KeepPheonixPromise National Security
75,0.0,1.0,0.97193956,This is worth a read! @user @user #LiberalismIsAMentalDisorder #VoteRepublican2018 #VoteDemsOut #VoteRed #TrumpDerangementSyndrome #Trump2020 #MAGA2018 #MAGA2018 #BuildThatWall
77,1.0,0.0,0.38289663,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.024128357,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
83,0.0,1.0,0.9154502,"@user Seriously, PM me, we patriots can to this. I've got the time and willingness to do it. #BuildThatWall"
88,0.0,1.0,0.6167962,@user Listen to @user as she insists that legal and illegal immigrants are taking jobs and resources from #NativeAmerican s. #StopImmigration of #white Europeans! They are destroying America with guns and diseases.
93,0.0,1.0,0.9177345,Lots of Proud Veterans would lend a hand as well! #BuildThatWall
95,1.0,0.0,0.048323665,You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
98,0.0,1.0,0.9243317,@user look at you.. all of a sudden.... bitch I'm about to burn your fucking jersey hoe. 😂
99,0.0,1.0,0.9636452,Minnesota ! Meet conservative Dave Hughes running for congress in November! Please come out & vote for him & help work for true conservative change! Tax CutsStop funding for sanctuary cities! Endorsed by @user Improvement in farming #BuildThatWall #RedNovember
