Index,True_Label,Predicted_Label,Probability,Text
0,1.0,0.0,0.2887475,#ILLEGALimmigrants Don't be #Europe:
1,1.0,0.0,0.3009807,"I crack up when whores say ""I have 15k followers I can't respond 2 every1"". Bitch @user closing in on 100…"
4,1.0,0.0,0.416267,"""@USAToday Corrected Title """"Illegals caused their own probelms by bringing their kids to commit a crime of invading the U.S !"""" They need to learn how to follow the law and come LEGALLY! Problem Solve #SendThemHome #Trump #MAGA #Immigration #No1MoreIllegal"""
6,1.0,0.0,0.1892138,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
9,1.0,0.0,0.25704044,All they need is TLC thats BS #SENDTHEMHOME
13,1.0,0.0,0.38829383,Bitch feed me grapes and stfu
16,1.0,0.0,0.3106602,lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
18,1.0,0.0,0.13555303,My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
19,1.0,0.0,0.34967554,I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
20,0.0,1.0,0.5623642,@user We dont care of your meeting Jesus.Have the vote before the mid terms.Make those people vote so we know who is against it so we can vote for those who want it.#BuildThatWall or shut it down. Simple as that.
26,1.0,0.0,0.44528192,"""Media Blackout: DACA Recipient Threatens To Commit Mass Shooting At New York High School via @user is NOT an """"undocumented immigrant""""!She is an """"Illegal Alien Terrorist""""!#BuildTheWall#EnforceUSLaws#DeportThemAll#NoAmnesty"""
28,1.0,0.0,0.28171587,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome
31,1.0,0.0,0.41984484,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia"
34,1.0,0.0,0.21766077,"START VETTING THE #ILLEGALALIENS THEY TRANSMIT THESE PARASITES INTO OUR COUNTRY USA. PAGUES. PANDORAS BOX. SOUTHERN BORDER. SHIPS. AND AIRPLANES!! THESE PARASITES ARE ON OUR PUBLIC BEACHES, PARKS, STREETSM TREES, ROADS, GRASSES STORES, LIBRARIES, HOTELS, HOSPITALS, SCHOOLS ETC!!"
35,1.0,0.0,0.36826375,@user Ctfu meanwhile she stanning his old bitch 😂😂😂😂✋ stomach hurt
36,1.0,0.0,0.48885208,warning to all you dumb bitches: i don't do no dumb bitch/hoe shit. 👋
37,0.0,1.0,0.6616019,@user Agree with you 100% #BuildThatWall #MAGA #ImmigrationReform
38,1.0,0.0,0.22844885,Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct
39,0.0,1.0,0.6062841,#WalkAway #TuesdayThoughts #BuildThatWall SUPPORT @user
42,1.0,0.0,0.46799928,..I can't stop what a hoe say on the internet but bitch don't ever think you bad enough to speak on my kids in my presence‼️
44,1.0,0.0,0.37440893,The bitch in the red jacket at the oj parole is a cunt she trying any question to get him to slip up
46,1.0,0.0,0.39096543,"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn"
50,0.0,1.0,0.6202348,#BUILDthatWALL #MAGA #KAG#Trump: I could use #MILITARY to build my #WALL if Congress plays tough via @user
51,1.0,0.0,0.21798116,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
54,1.0,0.0,0.15723155,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox"
55,0.0,1.0,0.61817765,Complicit?! Complacent?!@ABC @user @user @user @user @user @user @user #FakeNews #FakeJournalists#BuildThatWall #DeportThemAll#NeverVoteDemocratAgain
56,1.0,0.0,0.21987925,@user #SendThemHome we do not need those #Students here in #Canada
60,1.0,0.0,0.49672192,"That fucking cunt is so irritating , what a bitch"
61,1.0,0.0,0.36666933,Watch this #Swedish journalist #IngridCarlqvist: Ethnic #Swedes will become minority in 2 to 3 decades Let this be a warning to #Germany and the rest of #Europe Stop this madness #RefugeesNotWelcome #SwedenElection #SwedenDemocrats #AfD #RT
62,1.0,0.0,0.48034558,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday
64,1.0,0.0,0.44511268,"I have punched a kid, smoked weed with a cancer child. Killed a dog. Raped and got raped by some crazy bitch. There IS a line though.."
67,1.0,0.0,0.40881512,Good Job @user Stop letting Illegal Aliens take #jobs and lower wages of Legal Workers #RedNationRising #Trump #MAGA #SendThemHome
68,1.0,0.0,0.32677135,@user Bitch I'm sick 😒 dirty whore
70,0.0,1.0,0.7019244,"@user YUP!!If you said nothing while Obama caged kids, you have no room to complain now. Maybe you should focus your ire on the criminals creating the problem instead of the LEOs enforcing the law.#BuildThatWall"
72,1.0,0.0,0.37458766,@user @user My fiancee is in Italy right now visiting family. She told me that she feels heartbroken and very uncomfortable because of the immigrants. They stare at all the women there like they want to hurt them and they Italian military is everywhere. #sendthemback
74,1.0,0.0,0.41670477,"The shit Ima miss from home...""fuck it just rape the bitch."""
77,1.0,0.0,0.34986418,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.061508905,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
83,0.0,1.0,0.58411485,"@user Seriously, PM me, we patriots can to this. I've got the time and willingness to do it. #BuildThatWall"
84,1.0,0.0,0.29025155,"ILLEGAL IMMIGRANT arrested in North Louisiana, accused of rape and human trafficking #BuildThatWall #MAGA via @user"
85,1.0,0.0,0.49991187,I know I must make a lot of you hoes sick; All I can tell you is get use to it bitch 😘
89,1.0,0.0,0.41430077,'DREAMER' Repeatedly Raped Young Girl In North Carolina via @user @user #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA
93,0.0,1.0,0.517022,Lots of Proud Veterans would lend a hand as well! #BuildThatWall
95,1.0,0.0,0.20509884,You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
96,1.0,0.0,0.480387,The fuck do you even see in this bitch?? I  swear she will never tolerate you or actually care about u like I did. U r just another hoe
98,0.0,1.0,0.64107627,@user look at you.. all of a sudden.... bitch I'm about to burn your fucking jersey hoe. 😂
100,1.0,0.0,0.20917436,"@user @user 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA"
102,0.0,1.0,0.59548515,@user @user #BuildThatWall already
103,0.0,1.0,0.59612435,"@user @user is right, #DoWhatWeSaid! #BuildThatWall"
104,1.0,0.0,0.47975135,@user @user bitch delete your fucking snap name wtf wrong with you fw the opps you wild
106,1.0,0.0,0.30600956,"3) ""you okay?"" ""Fuck you you fat bitch."" ""Fuck you too whore"""
107,0.0,1.0,0.5143289,"@user Perhaps, Cali will surprise everyone very soon. #BUILDTHATWALL and #Immigration are the #1 issues On Americans Minds Today??"
109,0.0,1.0,0.51410645,@user The left can no longer be trusted. #LiberalismIsAMentalDisorder #GodBlessICE #MAGA #AmericaFirst #SendThemBack #BuildTheWall #DrainTheSwamp #walkaway @user
111,1.0,0.0,0.32953596,Yall gone stop gasing these hoes up .idgaf if yo ass fat . Bitch you black Asf and disgusting.
112,1.0,0.0,0.22306347,I am horrified to share #genes with the #humans who put this #law in place. This is a direct result of #CulturalReplacement by #IslamicCaliphate #ForeignInvaders posing as #EconoMigrants and the #EU leaders are complicit. #FightBack #GetThemOut #SendThemBack
113,0.0,1.0,0.67481446,@user @user I'm beginning to think Ann's right on this one too. Just focus on THE WALL. #BuildThatWall
119,1.0,0.0,0.35909572,"To all the bitch ass hoes that hate me the most, oh yeah I hate you too"
120,0.0,1.0,0.702144,Return the children to pedophiles and human trafficking in most cases OR don't cross border and mommies won't have that issue! #BuildThatWall
121,0.0,1.0,0.5844407,"""Trump On Possible Government Shutdown: """"If It Happens, It Happens"""" | Zero Hedge #ShutItDown @user Your base supports your decision & want the government to #Shutdown or #BuildThatWall !"""
123,0.0,1.0,0.55703896,@user Im a Texan but Im rooting for to win. Saw you @user this morning and was very impressed with your credentials and your service to our great country! Wish I could cast a vote for you. Best of luck! #MAGA #KAGA #BuildThatWall
126,1.0,0.0,0.42488903,It's getting worse every single day! #StopImmigration #CloseTheBorders #NoMoreImmigrantsHere #StandUpForYourWesternValues
128,1.0,0.0,0.4709304,"@user @user @user #NoDACA #MAGA #howdoyoulikeusnowMale illegal aliens dont have the honor to sign up for selective services which is obligatory by law for all male citizens. No signature, NO JOB! Women citizens and illegals dont have the honor. Yep, I see EQUALITY happening all over this place."
131,0.0,1.0,0.57752544,"Bitch you ain't gotta call my phone, matter fact all you hoes can leave me alone!! 💯"
132,1.0,0.0,0.37682965,Bitch idc when Ima see you hoe!!!
134,1.0,0.0,0.19896074,"@user @user @user @user @user @user We must put an end to #IllegalsRCriminals #IllegalAliens Pelosi #CNN Interview ignored a mother of a slain boy who was beaten, tortured & burned alive by ILLEGAL CRIMINAL The woman asked Pelosi Which one of YOUR grandchildren or daughters/sons r expendable? She was ignored"
135,1.0,0.0,0.4247066,@user Bitch you gay hoe
136,0.0,1.0,0.5690865,"Message Sent, Sleep Cells Activated, The Plan Is Now Active - Episode 1659b #WWG1WGA #AmericaFirst #ThesePeopleAreEVIL #BuildTheWALL #NoDACA #GreatAwakening #PedoGate #PizzaGateIsREAL #MKUltra #CorruptCIA #ObamaGate #ThesePeopleAreSick #SRA #QAlert"
137,0.0,1.0,0.67886525,@user @user Like he ever kept out any threats. He's lying as usual. #BuildThatWall
138,1.0,0.0,0.33661523,"And remember people, the bitch that OJ killed was a lying cheating whore, so get over her!"
141,1.0,0.0,0.41042417,"This white lady just told me I was ""too young"" and ""a baby"" BITCH I'm married with 1.5 kids, paying my own goddamn bills, 🗣 lee me alone hoe"
148,0.0,1.0,0.62506694,BITCH HOLD UP try putting yourself in her shoes you wouldnt even know what to do and how to react
150,1.0,0.0,0.48505914,"@user Then say gtf you ugly ass bitch , you nothing ass hoe, dumb hoe, lmao Hayley you too nice 😂😂😂"
153,1.0,0.0,0.41031778,"Any bitch who feels comfortable to be in your face and talk to a nigga you use to fuck with call them hoes ""seconds"" better yet clowns."
154,1.0,0.0,0.4656783,i despise that bitch cunt...
155,0.0,1.0,0.6776129,Silly Killary WANNABE !! And @user numbers JUST keep CLIMBING !! #MAGA#MASA#BuildThatWall #BuildTheFuture
156,1.0,0.0,0.460599,"If you one of those ""you prolly was with your other hoes"" type bitch then YOURE FUCKED FOR LIFE!! lol you're dying alone for sure."
163,1.0,0.0,0.16423443,🌞🌞🌞🌞 you're my Bitch 😘 I love you && I love spending time w you hoe. I hate you tho
