Index,True_Label,Predicted_Label,Probability,Text
0,1.0,0.0,0.36863106,#ILLEGALimmigrants Don't be #Europe:
1,1.0,0.0,0.35948265,"I crack up when whores say ""I have 15k followers I can't respond 2 every1"". Bitch @user closing in on 100…"
3,1.0,0.0,0.41208372,"@user @user @user @user Good, it will help with the illegal alien problem. Now we need to #BuildThatWall #MAGA."
4,1.0,0.0,0.370973,"""@USAToday Corrected Title """"Illegals caused their own probelms by bringing their kids to commit a crime of invading the U.S !"""" They need to learn how to follow the law and come LEGALLY! Problem Solve #SendThemHome #Trump #MAGA #Immigration #No1MoreIllegal"""
6,1.0,0.0,0.31134775,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
7,1.0,0.0,0.34812835,Every bitch on twitter selling nudes on Patreon now? Is this how all you hoes have money?
9,1.0,0.0,0.36885214,All they need is TLC thats BS #SENDTHEMHOME
12,1.0,0.0,0.44662532,Illegal Alien Sex Offender Has Raped Another Child In North Carolina is he not in prison or why hasn't he been deported?This is unacceptable in so many different ways.#BuildTheWall#DeportThemAll #KeepAmericaSafe
13,1.0,0.0,0.3166384,Bitch feed me grapes and stfu
14,1.0,0.0,0.4479012,@user @user There is nothing wrong with deporting illegals #DeportThemAll #BuildTheWall #MAGA
16,1.0,0.0,0.34629625,lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
17,1.0,0.0,0.4208409,@user Ask this old whore to suicide or I can help this bitch die screaming. #BBUK You guyz r shit to bring her back.
18,1.0,0.0,0.31436494,My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
19,1.0,0.0,0.32231274,I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
21,1.0,0.0,0.454625,@user @ are fighting back with You ! Now lets #BuildthatWall #DeportThemAll and Ask a #Democrat Why they Support Illegals and Wont Mention Americans killed by Illegals every chance we get !
26,1.0,0.0,0.38576314,"""Media Blackout: DACA Recipient Threatens To Commit Mass Shooting At New York High School via @user is NOT an """"undocumented immigrant""""!She is an """"Illegal Alien Terrorist""""!#BuildTheWall#EnforceUSLaws#DeportThemAll#NoAmnesty"""
27,1.0,0.0,0.4002636,"Great job, deport them all on out of our nation, they are not as-simulating to USA either way, @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike"
28,1.0,0.0,0.39153245,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome
31,1.0,0.0,0.39961424,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia"
34,1.0,0.0,0.31193507,"START VETTING THE #ILLEGALALIENS THEY TRANSMIT THESE PARASITES INTO OUR COUNTRY USA. PAGUES. PANDORAS BOX. SOUTHERN BORDER. SHIPS. AND AIRPLANES!! THESE PARASITES ARE ON OUR PUBLIC BEACHES, PARKS, STREETSM TREES, ROADS, GRASSES STORES, LIBRARIES, HOTELS, HOSPITALS, SCHOOLS ETC!!"
35,1.0,0.0,0.3459222,@user Ctfu meanwhile she stanning his old bitch 😂😂😂😂✋ stomach hurt
36,1.0,0.0,0.32370436,warning to all you dumb bitches: i don't do no dumb bitch/hoe shit. 👋
38,1.0,0.0,0.34962973,Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct
42,1.0,0.0,0.3260475,..I can't stop what a hoe say on the internet but bitch don't ever think you bad enough to speak on my kids in my presence‼️
44,1.0,0.0,0.3599106,The bitch in the red jacket at the oj parole is a cunt she trying any question to get him to slip up
45,1.0,0.0,0.40101105,"Aren't u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won't apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall"
46,1.0,0.0,0.34796736,"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn"
47,1.0,0.0,0.47851318,@user The fact that they are here illegally makes them criminals -why reward that behavior? Not coming here for Freedom more like the FREE STUFF -If we did not give illeagals FREE STUFF they wouldnt be here #BuildThatWall
51,1.0,0.0,0.28627974,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
53,1.0,0.0,0.44887254,"@user He is 100% accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall. #BuildTheWall #DeportThemAll #StopTheInvasion #AmericaFirst"
54,1.0,0.0,0.3298115,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox"
56,1.0,0.0,0.3598886,@user #SendThemHome we do not need those #Students here in #Canada
60,1.0,0.0,0.41344473,"That fucking cunt is so irritating , what a bitch"
61,1.0,0.0,0.38113067,Watch this #Swedish journalist #IngridCarlqvist: Ethnic #Swedes will become minority in 2 to 3 decades Let this be a warning to #Germany and the rest of #Europe Stop this madness #RefugeesNotWelcome #SwedenElection #SwedenDemocrats #AfD #RT
62,1.0,0.0,0.39394414,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday
64,1.0,0.0,0.31122705,"I have punched a kid, smoked weed with a cancer child. Killed a dog. Raped and got raped by some crazy bitch. There IS a line though.."
67,1.0,0.0,0.4045347,Good Job @user Stop letting Illegal Aliens take #jobs and lower wages of Legal Workers #RedNationRising #Trump #MAGA #SendThemHome
68,1.0,0.0,0.37838203,@user Bitch I'm sick 😒 dirty whore
72,1.0,0.0,0.38835356,@user @user My fiancee is in Italy right now visiting family. She told me that she feels heartbroken and very uncomfortable because of the immigrants. They stare at all the women there like they want to hurt them and they Italian military is everywhere. #sendthemback
74,1.0,0.0,0.36481106,"The shit Ima miss from home...""fuck it just rape the bitch."""
76,1.0,0.0,0.4471348,Previously Deported Serial Child Molester Re-Arrested In Arizona @user This is an everyday occurrence!#NoDACADeal#BuildTheWall #KeepAmericansSafe#ProtectOurChildren#DeportThemAll There are far too many depraved Illegal Aliens to weed out
77,1.0,0.0,0.3557196,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.2685939,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
79,1.0,0.0,0.4738731,@user She's just another Palinesque media whore trying so hard to stay relevant. Stop giving this bitch attention.
80,1.0,0.0,0.4306481,Argentina imported tons of Mestizos and they went from a first world country to another third world Latin American shithole. This is what's in store for America if we #AbolishICE. #BuildTheDamnWall #DeportThemAll #SupportICE #KAG
82,1.0,0.0,0.37589547,"bitches be expecting you to stay around while they hoe , bitch u crazy"
84,1.0,0.0,0.32060993,"ILLEGAL IMMIGRANT arrested in North Louisiana, accused of rape and human trafficking #BuildThatWall #MAGA via @user"
85,1.0,0.0,0.30032134,I know I must make a lot of you hoes sick; All I can tell you is get use to it bitch 😘
86,1.0,0.0,0.4174053,"Illegal Alien Charged In Alcohol-Fueled Hit-And-Run In Florida respect for life, or the law!#DeportThemAll #BuildTheWallNow"
89,1.0,0.0,0.3751915,'DREAMER' Repeatedly Raped Young Girl In North Carolina via @user @user #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA
91,1.0,0.0,0.46257833,They just keep on coming. Build that damn wall and deport. Please! @user #BuildThatWall
95,1.0,0.0,0.31342041,You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
96,1.0,0.0,0.3532385,The fuck do you even see in this bitch?? I  swear she will never tolerate you or actually care about u like I did. U r just another hoe
100,1.0,0.0,0.3198268,"@user @user 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA"
