Index,True_Label,Predicted_Label,Probability,Text
0,1.0,0.0,0.20106213,#ILLEGALimmigrants Don't be #Europe:
1,1.0,0.0,0.31314304,"I crack up when whores say ""I have 15k followers I can't respond 2 every1"". Bitch @user closing in on 100…"
4,1.0,0.0,0.45268354,"""@USAToday Corrected Title """"Illegals caused their own probelms by bringing their kids to commit a crime of invading the U.S !"""" They need to learn how to follow the law and come LEGALLY! Problem Solve #SendThemHome #Trump #MAGA #Immigration #No1MoreIllegal"""
6,1.0,0.0,0.12927957,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
9,1.0,0.0,0.035539363,All they need is TLC thats BS #SENDTHEMHOME
13,1.0,0.0,0.263171,Bitch feed me grapes and stfu
16,1.0,0.0,0.11907996,lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
17,1.0,0.0,0.4125162,@user Ask this old whore to suicide or I can help this bitch die screaming. #BBUK You guyz r shit to bring her back.
18,1.0,0.0,0.02590793,My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
19,1.0,0.0,0.37864783,I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
26,1.0,0.0,0.46187776,"""Media Blackout: DACA Recipient Threatens To Commit Mass Shooting At New York High School via @user is NOT an """"undocumented immigrant""""!She is an """"Illegal Alien Terrorist""""!#BuildTheWall#EnforceUSLaws#DeportThemAll#NoAmnesty"""
28,1.0,0.0,0.07137071,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome
31,1.0,0.0,0.20159759,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia"
34,1.0,0.0,0.24600756,"START VETTING THE #ILLEGALALIENS THEY TRANSMIT THESE PARASITES INTO OUR COUNTRY USA. PAGUES. PANDORAS BOX. SOUTHERN BORDER. SHIPS. AND AIRPLANES!! THESE PARASITES ARE ON OUR PUBLIC BEACHES, PARKS, STREETSM TREES, ROADS, GRASSES STORES, LIBRARIES, HOTELS, HOSPITALS, SCHOOLS ETC!!"
35,1.0,0.0,0.49546874,@user Ctfu meanwhile she stanning his old bitch 😂😂😂😂✋ stomach hurt
37,0.0,1.0,0.86144346,@user Agree with you 100% #BuildThatWall #MAGA #ImmigrationReform
38,1.0,0.0,0.15812017,Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct
39,0.0,1.0,0.83329976,#WalkAway #TuesdayThoughts #BuildThatWall SUPPORT @user
44,1.0,0.0,0.48958945,The bitch in the red jacket at the oj parole is a cunt she trying any question to get him to slip up
46,1.0,0.0,0.3267283,"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn"
49,0.0,1.0,0.5005975,"You dont have to be an idiot to figure it out that Democrats are destroying America.Obama, Hillary and the democratic leaders are all traitors!#DemocratsKill #SocialismSucks #EndDACA #EndChainMigration #DemocratsLie"
50,0.0,1.0,0.6554073,#BUILDthatWALL #MAGA #KAG#Trump: I could use #MILITARY to build my #WALL if Congress plays tough via @user
51,1.0,0.0,0.11135607,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
54,1.0,0.0,0.04468777,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox"
55,0.0,1.0,0.8341008,Complicit?! Complacent?!@ABC @user @user @user @user @user @user @user #FakeNews #FakeJournalists#BuildThatWall #DeportThemAll#NeverVoteDemocratAgain
56,1.0,0.0,0.07144608,@user #SendThemHome we do not need those #Students here in #Canada
61,1.0,0.0,0.3481847,Watch this #Swedish journalist #IngridCarlqvist: Ethnic #Swedes will become minority in 2 to 3 decades Let this be a warning to #Germany and the rest of #Europe Stop this madness #RefugeesNotWelcome #SwedenElection #SwedenDemocrats #AfD #RT
62,1.0,0.0,0.43595633,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday
67,1.0,0.0,0.36428773,Good Job @user Stop letting Illegal Aliens take #jobs and lower wages of Legal Workers #RedNationRising #Trump #MAGA #SendThemHome
68,1.0,0.0,0.2493454,@user Bitch I'm sick 😒 dirty whore
70,0.0,1.0,0.75696725,"@user YUP!!If you said nothing while Obama caged kids, you have no room to complain now. Maybe you should focus your ire on the criminals creating the problem instead of the LEOs enforcing the law.#BuildThatWall"
72,1.0,0.0,0.26191282,@user @user My fiancee is in Italy right now visiting family. She told me that she feels heartbroken and very uncomfortable because of the immigrants. They stare at all the women there like they want to hurt them and they Italian military is everywhere. #sendthemback
73,0.0,1.0,0.5618651,@user @user @user @user @user @user #BuildTheWallNow @user @user BEFORE the Midterm elections #BuildTheDamnWall #EndChainMigration #MandateEverify #NoAmnesty #KeepPheonixPromise National Security
74,1.0,0.0,0.49875233,"The shit Ima miss from home...""fuck it just rape the bitch."""
75,0.0,1.0,0.6009187,This is worth a read! @user @user #LiberalismIsAMentalDisorder #VoteRepublican2018 #VoteDemsOut #VoteRed #TrumpDerangementSyndrome #Trump2020 #MAGA2018 #MAGA2018 #BuildThatWall
77,1.0,0.0,0.24439858,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.010193402,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
89,1.0,0.0,0.32257468,'DREAMER' Repeatedly Raped Young Girl In North Carolina via @user @user #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA
95,1.0,0.0,0.029886732,You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
98,0.0,1.0,0.7614064,@user look at you.. all of a sudden.... bitch I'm about to burn your fucking jersey hoe. 😂
99,0.0,1.0,0.7048368,Minnesota ! Meet conservative Dave Hughes running for congress in November! Please come out & vote for him & help work for true conservative change! Tax CutsStop funding for sanctuary cities! Endorsed by @user Improvement in farming #BuildThatWall #RedNovember
