Index,True_Label,Predicted_Label,Probability,Text
0,1.0,0.0,0.17674313,#ILLEGALimmigrants Don't be #Europe:
1,1.0,0.0,0.2936583,"I crack up when whores say ""I have 15k followers I can't respond 2 every1"". Bitch @user closing in on 100…"
6,1.0,0.0,0.13742802,Then I hit the club ballin wit a bad attitude. hoes like who u think u is? I'm like bitch who is you?
9,1.0,0.0,0.0033460204,All they need is TLC thats BS #SENDTHEMHOME
13,1.0,0.0,0.30963218,Bitch feed me grapes and stfu
16,1.0,0.0,0.1014428,lani is such a cunt omg the bitch is always coming at people for their looks like sorry can u pipe down
17,1.0,0.0,0.29886866,@user Ask this old whore to suicide or I can help this bitch die screaming. #BBUK You guyz r shit to bring her back.
18,1.0,0.0,0.0027654145,My man bag cost four thousand bitch your bag cost no thousand Ahahahahah ahhhhhh deexxxterr silly lil hoes
19,1.0,0.0,0.32826552,I've never watched a single episode of Game of thrones   Good for you bitch you must be a broke hoe can't afford hbo
22,0.0,1.0,0.7030808,@user #MAGA #KAG 2020 USA!! USA!! USA!! USA!! #BUILDKATESWALL #NODACA #AmericaFirst Please remember the only reason the left the libtards the Democrats are so triggered and resistant is because their criminal murderous candidate didn't win that's it that's the only reason!!!
24,0.0,1.0,0.5317314,@user hey white trash go fuck your self dumb shit hoe bitch disgusting hoe
25,0.0,1.0,0.51325345,@user They're like omg how do you not remember her shoes. Like bitch NO YOU THE WEIRD ONE I'm looking at be…
28,1.0,0.0,0.0023980867,#Muslim #Islam Terrorist Did This #NeverForget #NeverForget911 #RefugeesNotWelcome
31,1.0,0.0,0.11031987,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSharia"
37,0.0,1.0,0.9205688,@user Agree with you 100% #BuildThatWall #MAGA #ImmigrationReform
38,1.0,0.0,0.36117017,Study: Nearly half of White working-class Americans say that they feel like strangers in our own country: #IllegalImmigration #VisaOverstays #WhiteGenocide #jobs #work #U3 #U6 #AmericaFirst #WhitePeople #HartCellerAct
39,0.0,1.0,0.8988769,#WalkAway #TuesdayThoughts #BuildThatWall SUPPORT @user
46,1.0,0.0,0.32838506,"Suddenly this hoe is cb shipper, bitch get out, more than once you insulted the cb shippers slkfksdn"
49,0.0,1.0,0.7021223,"You dont have to be an idiot to figure it out that Democrats are destroying America.Obama, Hillary and the democratic leaders are all traitors!#DemocratsKill #SocialismSucks #EndDACA #EndChainMigration #DemocratsLie"
50,0.0,1.0,0.76990587,#BUILDthatWALL #MAGA #KAG#Trump: I could use #MILITARY to build my #WALL if Congress plays tough via @user
51,1.0,0.0,0.071827956,You hit the hoe she lay there  I hit the bitch she fuck back  And boy  She is noisy  I can't shut her up  And boy she annoys me
53,1.0,0.0,0.42225578,"@user He is 100% accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall. #BuildTheWall #DeportThemAll #StopTheInvasion #AmericaFirst"
54,1.0,0.0,0.04118922,"#Bulgaria doing it the way it should be done. #illegalaliens try to enter, #IllegalAliens are put in a #pinebox"
55,0.0,1.0,0.93574816,Complicit?! Complacent?!@ABC @user @user @user @user @user @user @user #FakeNews #FakeJournalists#BuildThatWall #DeportThemAll#NeverVoteDemocratAgain
56,1.0,0.0,0.049525954,@user #SendThemHome we do not need those #Students here in #Canada
62,1.0,0.0,0.41141698,Happy #LaborDay to All LEGAL American Workers ! Shame on Illegal Workers who Steal SSN and IDs to Take #Jobs From Americans and lower Wages #MAGA #SendThemBack #laborday
67,1.0,0.0,0.40382385,Good Job @user Stop letting Illegal Aliens take #jobs and lower wages of Legal Workers #RedNationRising #Trump #MAGA #SendThemHome
68,1.0,0.0,0.22898377,@user Bitch I'm sick 😒 dirty whore
70,0.0,1.0,0.86957914,"@user YUP!!If you said nothing while Obama caged kids, you have no room to complain now. Maybe you should focus your ire on the criminals creating the problem instead of the LEOs enforcing the law.#BuildThatWall"
72,1.0,0.0,0.18849291,@user @user My fiancee is in Italy right now visiting family. She told me that she feels heartbroken and very uncomfortable because of the immigrants. They stare at all the women there like they want to hurt them and they Italian military is everywhere. #sendthemback
73,0.0,1.0,0.88056266,@user @user @user @user @user @user #BuildTheWallNow @user @user BEFORE the Midterm elections #BuildTheDamnWall #EndChainMigration #MandateEverify #NoAmnesty #KeepPheonixPromise National Security
75,0.0,1.0,0.77930725,This is worth a read! @user @user #LiberalismIsAMentalDisorder #VoteRepublican2018 #VoteDemsOut #VoteRed #TrumpDerangementSyndrome #Trump2020 #MAGA2018 #MAGA2018 #BuildThatWall
77,1.0,0.0,0.16284326,We let these #migrants in to our country for a better life but what's about our lives and our children's future. That do not want to live by our laws. These #Muslims do not respect our way of life. #SENDTHEMBACK
78,1.0,0.0,0.0027011556,Neva trust a bitch🤘 if she tell you she don't got hoes or nigga's her ass lying💯
93,0.0,1.0,0.5049136,Lots of Proud Veterans would lend a hand as well! #BuildThatWall
95,1.0,0.0,0.004813838,You cuff dat bitch you goofy hoe cause my brudda josh been break dat hoe.
98,0.0,1.0,0.8649,@user look at you.. all of a sudden.... bitch I'm about to burn your fucking jersey hoe. 😂
99,0.0,1.0,0.9085198,Minnesota ! Meet conservative Dave Hughes running for congress in November! Please come out & vote for him & help work for true conservative change! Tax CutsStop funding for sanctuary cities! Endorsed by @user Improvement in farming #BuildThatWall #RedNovember
100,1.0,0.0,0.027638067,"@user @user 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA"
102,0.0,1.0,0.76086956,@user @user #BuildThatWall already
103,0.0,1.0,0.6247784,"@user @user is right, #DoWhatWeSaid! #BuildThatWall"
104,1.0,0.0,0.47330618,@user @user bitch delete your fucking snap name wtf wrong with you fw the opps you wild
106,1.0,0.0,0.3650026,"3) ""you okay?"" ""Fuck you you fat bitch."" ""Fuck you too whore"""
107,0.0,1.0,0.8284863,"@user Perhaps, Cali will surprise everyone very soon. #BUILDTHATWALL and #Immigration are the #1 issues On Americans Minds Today??"
110,0.0,1.0,0.62595004,"If I don't greet you by saying ""hey hoe"" or ""hey bitch"" chances are I don't like you"
111,1.0,0.0,0.09137555,Yall gone stop gasing these hoes up .idgaf if yo ass fat . Bitch you black Asf and disgusting.
112,1.0,0.0,0.020707952,I am horrified to share #genes with the #humans who put this #law in place. This is a direct result of #CulturalReplacement by #IslamicCaliphate #ForeignInvaders posing as #EconoMigrants and the #EU leaders are complicit. #FightBack #GetThemOut #SendThemBack
113,0.0,1.0,0.84479713,@user @user I'm beginning to think Ann's right on this one too. Just focus on THE WALL. #BuildThatWall
115,0.0,1.0,0.52235484,walk a mile in my shoes bitch i cant even walk a mile in my own
120,0.0,1.0,0.9198683,Return the children to pedophiles and human trafficking in most cases OR don't cross border and mommies won't have that issue! #BuildThatWall
121,0.0,1.0,0.8957953,"""Trump On Possible Government Shutdown: """"If It Happens, It Happens"""" | Zero Hedge #ShutItDown @user Your base supports your decision & want the government to #Shutdown or #BuildThatWall !"""
122,0.0,1.0,0.77591413,This is NancyNancy called my pay raise #Crumbs.Nancy doesn't want to fund the #MILITARY.Nancy puts #IllegalAliens rights before citizen rights.Nancy wants to house the illegals before our homeless #veterans Don't be a Nancy.@Maga4Justice #Trump#WednesdayWisdom #MAGA
126,1.0,0.0,0.03640358,It's getting worse every single day! #StopImmigration #CloseTheBorders #NoMoreImmigrantsHere #StandUpForYourWesternValues
128,1.0,0.0,0.39502686,"@user @user @user #NoDACA #MAGA #howdoyoulikeusnowMale illegal aliens dont have the honor to sign up for selective services which is obligatory by law for all male citizens. No signature, NO JOB! Women citizens and illegals dont have the honor. Yep, I see EQUALITY happening all over this place."
130,0.0,1.0,0.7789193,@user #EndDACA Only AMERICANS should vote for elected officials!!! Not dead or illegal people. But then how would you get any votes! #ENDDEMOCRATS
131,0.0,1.0,0.78207546,"Bitch you ain't gotta call my phone, matter fact all you hoes can leave me alone!! 💯"
132,1.0,0.0,0.058448546,Bitch idc when Ima see you hoe!!!
135,1.0,0.0,0.019711705,@user Bitch you gay hoe
136,0.0,1.0,0.8164134,"Message Sent, Sleep Cells Activated, The Plan Is Now Active - Episode 1659b #WWG1WGA #AmericaFirst #ThesePeopleAreEVIL #BuildTheWALL #NoDACA #GreatAwakening #PedoGate #PizzaGateIsREAL #MKUltra #CorruptCIA #ObamaGate #ThesePeopleAreSick #SRA #QAlert"
137,0.0,1.0,0.82215536,@user @user Like he ever kept out any threats. He's lying as usual. #BuildThatWall
138,1.0,0.0,0.46644986,"And remember people, the bitch that OJ killed was a lying cheating whore, so get over her!"
148,0.0,1.0,0.89096224,BITCH HOLD UP try putting yourself in her shoes you wouldnt even know what to do and how to react
149,0.0,1.0,0.84382015,"I am thrilled to see @user following our campaign -- 3 retweets in 2 days!Mr. President, I am going work WITH you to:- #BuildThatWall- Cut taxes even more - Bring back manufacturing - Fix our healthcare"
155,0.0,1.0,0.6955213,Silly Killary WANNABE !! And @user numbers JUST keep CLIMBING !! #MAGA#MASA#BuildThatWall #BuildTheFuture
163,1.0,0.0,0.009510695,🌞🌞🌞🌞 you're my Bitch 😘 I love you && I love spending time w you hoe. I hate you tho
164,1.0,0.0,0.048181098,and no ian gon do fw yo clique but the next hoe that you love i bet i make that hoe my bitch ✅
172,1.0,0.0,0.38033688,Sallie MAE is the most annoying bitch EVER hoe I ain't paying you shxt lol
174,0.0,1.0,0.84209704,To Whoever the broke ass bitch that stole the seat off my atv...fuck you man! I gotta job I'll buy another.
175,0.0,1.0,0.8343798,Whoever the last bitch you was fucking with tell her it's over 😝
178,1.0,0.0,0.1473094,"You know Ima get it bitch 💰 until my casket closed⚰️ , I've been chasing paper 💸 nigga you been chasing hoes 😴"
179,1.0,0.0,0.4151517,"@user @user @user We must stop importing refugee terrorists, we should never play Russian roulette with lives of British citizens. #westminster #parsonsgreen #carolinelucas #refugeesnotwelcome"
180,0.0,1.0,0.757386,MS-13 Gang Members Charged With Murder Are Obamas Unaccompanied Minors @user #NoMoreDeaths#KeepAmericansSafe#NoAmnesty #NoDACA #BuildTheWall #DoYourJob !
